Company Names;Cars Names;Engines;HorsePower;Fuel Types;Seats;Colour
FERRARI;SF90 STRADALE;V8;963 hp;plug in hyrbrid;2;White
ROLLS ROYCE;PHANTOM;V12;563 hp;Petrol;5;Green
Ford;KA+;1.2L Petrol;70-85 hp;Petrol;5;White
MERCEDES; GT 63 S;V8;630 hp;Petrol;4;Blue
AUDI;AUDI R8 Gt;V10;602 hp;Petrol;2;White
BMW;Mclaren 720s;V8;710 hp;Petrol;2;Gray
ASTON MARTIN;VANTAGE F1;V8;656 hp;Petrol;2;Silver
BENTLEY;Continental GT Azure;V8;550 hp;Petrol;4;White
LAMBORGHINI;VENENO ROADSTER;V12;750 hp;Petrol;2;White
FERRARI;F8 TRIBUTO;V8;710 hp;Petrol;2;Gray
FERRARI;812 GTS;V12;789 hp;Petrol;2;White
FERRARI;PORTOFINO;V8;592 hp;Petrol;2+2;White
FERRARI;ROMA;V8;612 hp;Petrol;2+2;Black
FERRARI;MONZA SP2;V12;789 hp;Petrol;2;Gray
FERRARI;F8 SPIDER;V8;710 hp;Petrol;2;Red
FERRARI;PORTOFINO M;V8;612 hp;Petrol;2+2;Silver
FERRARI;ROMA SPIDER;V8;612 hp;Petrol;2+2;Blue
TOYOTA;GR SUPRA;I4;382 hp;Petrol;2;Silver
TOYOTA;TOYOTA 86;BOXER-4;205 hp;Petrol;2+2;Black
TOYOTA;TOYOTA  GR86;BOXER-4;228 hp;Petrol;4;Blue
TOYOTA;TOYOTA LAND CRUISER;V8;381 hp;Diesel;7;Black
TOYOTA;TOYOTA SEQUOIA;V8;381 hp;Petrol;7;Silver
NISSAN;GT-R;V6;600 hp;Petrol;4;White
NISSAN;370Z;V6;332 hp;Petrol;2;Blue
NISSAN;Z PROTO;V6;400 hp;Petrol;2;Black
NISSAN;ALTIMA;I4;188 hp;Petrol;5;Gray
NISSAN;MAXIMA;V6;300 hp;Petrol;5;White
NISSAN;SENTRA;I4;149 hp;Petrol;5;Silver
NISSAN;ROGUE;I4;201 hp;Petrol;5;Black
NISSAN;PATHFINDER;V6;284 hp;Petrol;7;Black
NISSAN;FRONTIER;V6;310 hp;Petrol;5;White
NISSAN;TITAN;V8;400 hp;Petrol;5;Red
ASTON MARTIN;VALKYRIE;V12;1160 hp;Hybrid;2;Gray
ASTON MARTIN;VALHALLA;V8;1000 hp;Hybrid;2;Silver
ASTON MARTIN;DBS SUPERLEGGERA;V12;715 hp;Petrol;2;Gray
ASTON MARTIN;DB11;V12;600 hp;Petrol;4;Gray
ASTON MARTIN;VANTAGE ;V8;503 hp;Petrol;2;Gray
ASTON MARTIN;DBX;V8;542 hp;Petrol;5;Gray
ASTON MARTIN;RAPIDE AMR;V12;580 hp;Petrol;4;Gray
ASTON MARTIN;VANQUISH;V12;580 hp;Petrol;2;Silver
ASTON MARTIN;LAGONDA TARAF;V12;540 hp;Petrol;4;Brown
ASTON MARTIN;VICTOR;V12;836 hp;Petrol;2;Green
LAMBORGHINI;SIAN;V12;819 hp;Hybrid;2;Red
LAMBORGHINI;AVENTADOR SVJ;V12;759 hp;Petrol;2;Gray
LAMBORGHINI;HURACAN PERFORMANTE;V10;640 hp;Petrol;2;Red
LAMBORGHINI;HURACAN EVO;V10;640 hp;Petrol;2;White
LAMBORGHINI;AVENTADOR SV;V12;740 hp;Petrol;2;White
LAMBORGHINI;URUS ;V8;641 hp;Petrol;5;Silver
LAMBORGHINI;HURACAN SPYDER;V10;610 hp;Petrol;2;Black
LAMBORGHINI;AVENTADOR ROADSTER;V12;700 hp;Petrol;2;Blue
LAMBORGHINI;HURACAN  PERFORMANTE SPYDER;V10;640 hp;Petrol;2;White
LAMBORGHINI;AVENTADOR S;V12;740 hp;Petrol;2;Gray
LAMBORGHINI;HURACAN EVO SPYDER;V10;640 hp;Petrol;2;Gray
LAMBORGHINI;URUS PERFORMANTE;V8;641 hp;Petrol;5;Blue
LAMBORGHINI;AVENTADOR ULTIMAE;V12;769 hp;Petrol;2;White
LAMBORGHINI;HURACAN EVO RWD;V10;610 hp;Petrol;2;Black
LAMBORGHINI;AVENTADOR SVJ ROADSTER;V12;759 hp;Petrol;2;Brown
LAMBORGHINI;URUS S;V8;671 hp;Petrol;5;Blue
LAMBORGHINI;HURACAN STO;V10;640 hp;Petrol;2;White
LAMBORGHINI;AVENTADOR LP 780-4 ULTIMATE;V12;769 hp;Petrol;2;Silver
LAMBORGHINI;HURACAN EVO RWD SPYDER;V10;610 hp;Petrol;2;Black
LAMBORGHINI;AVENTADOR SVJ XAGO;V12;759 hp;Petrol;2;Black
LAMBORGHINI;URUS GRAPHITE CAPSULE;V8;641 hp;Petrol;5;Black
LAMBORGHINI;HURACAN STO EVO;V10;640 hp;Petrol;2;White
LAMBORGHINI;AVENTADOR LP 780-4 ULTIMATE ROADSTER;V12;769 hp;Petrol;2;Gray
ROLLS ROYCE ;GHOST;V12;591 hp;Petrol;5;Black
ROLLS ROYCE;WRAITH;V12;624 hp;Petrol;4;White
ROLLS ROYCE;DAWN;V12;624 hp;Petrol;4;Black
ROLLS ROYCE;CULLINAN;V12;563 hp;Petrol;5;Black
ROLLS ROYCE;PHANTOM EXTENDED;V12;563 hp;Petrol;5;Gray
ROLLS ROYCE;GHOST EXTENDED;V12;591 hp;Petrol;5;Gray
ROLLS ROYCE;WRAITH BLACK BADGE;V12;624 hp;Petrol;4;Black
ROLLS ROYCE;DAWN BLACK BADGE;V12;624 hp;Petrol;4;Gray
ROLLS ROYCE;CULLINAN BLACK BADGE;V12;563 hp;Petrol;5;Silver
ROLLS ROYCE;PHANTOM COUPE;V12;563 hp;Petrol;4;Black
ROLLS ROYCE;GHOST COUPE;V12;591 hp;Petrol;4;Silver
ROLLS ROYCE;WRAITH COUPE;V12;624 hp;Petrol;4;Red
ROLLS ROYCE;DAWN CONVERTIBLE;V12;624 hp;Petrol;4;Orange
ROLLS ROYCE;CULLINAN SUV;V12;563 hp;Petrol;5;White
MERCEDES;BENZ S-CLASS S 580;V8;496 hp;Petrol;5;Gray
MERCEDES;BENZ E-CLASS E 63 S;V8;603 hp;Petrol;5;Gray
MERCEDES;BENZ CLA 45 AMG;I4;382 hp;Petrol;5;Black
MERCEDES;BENZ GLE 63 S;V8;603 hp;Petrol;5;White
MERCEDES;BENZ S-CLASS S 500;V6;429 hp;Petrol;5;White
MERCEDES;BENZ E-CLASS E 450 ;V6;362 hp;Petrol;5;Black
MERCEDES;BENZ CLS 450;V6;362 hp;Petrol;5;Black
MERCEDES;BENZ GT 53;V6;429 hp;Petrol;5;Red
MERCEDES;BENZ GLE 450;V6;362 hp;Petrol;5;Black
MERCEDES;BENZ A-CLASS A 45 S;I4;416 hp;Petrol;5;Gray
MERCEDES;BENZ C-CLASS C 43;V6;402 hp;Petrol;5;Red
MERCEDES;BENZ E-CLASS E 350;I4;255 hp;Petrol;5;White
MERCEDES;BENZ GLE 350 ;I4;255 hp;Petrol;5;White
MERCEDES;BENZ GLC 43;V6;402 hp;Petrol;5;Black
MERCEDES;BENZ GLA 45;I4;382 hp;Petrol;5;Red
MERCEDES;BENZ GLC 350 ;I4;255 hp;Petrol;5;Red
MERCEDES;BENZ GLE 53;V6;429 hp;Petrol;5;Brown
MERCEDES;BENZ S-CLASS S 350;I4;255 hp;Petrol;5;White
MERCEDES;BENZ EQS 53;ELECTRIC MOTOR;751 hp;Electric;5;Gray
MERCEDES;BENZ MAYBACH S 680;V12;630 hp;Petrol;5;Gray
BMW;M5 CS;V8;627 hp;Petrol;5;Gray
BMW;M4 GTS;I6;493 hp;Petrol;4;Gray
BMW;M3 COMPETITION;I6;503 hp;Petrol;5;Red
BMW;M2 CS;I6;444 hp;Petrol;4;White
BMW;X5 M COMPETITION;V8;523 hp;Petrol;5;Silver
BMW;X3 M COMPETITION;I6;503 hp;Petrol;5;White
BMW;M8 GRAN COUPE;V8;523 hp;Petrol;5;Gray
BMW;M850i DRIVE COUPE;V8;523 hp;Petrol;4;Gray
ROLLS ROYCE;DAWN BLACK BADGE VOLANTE;V12;563 hp;Petrol;4;Silver
ROLLS ROYCE;CULLINAN BLACK BADGE SUV;V12;563 hp;Petrol;5;Gray
ROLLS ROYCE;PHATOM TRANQUILITY;V12;563 hp;Petrol;5;Gray
ROLLS ROYCE;GHOST ZENITH;V12;563 hp;Petrol;5;Silver
ROLLS ROYCE;WRAITH EAGLE VIII;V12;623 hp;Petrol;4;White
ROLLS ROYCE;PHATOM ORCHID;V12;563 hp;Petrol;5;Gray
ROLLS ROYCE;GHOST AZURE;V12;563 hp;Petrol;5;White
ROLLS ROYCE;WRAITH KRYPTOS;V12;623 hp;Petrol;4;Silver
ROLLS ROYCE;DAWN SILVER BULLET;V12;563 hp;Petrol;4;White
ROLLS ROYCE;CULLINAN FUX ORANGE;V12;563 hp;Petrol;5;Black
ROLLS ROYCE;PHANTOM CELESTIAL;V12;563 hp;Petrol;5;Silver
ROLLS ROYCE;GHOST MYSORE;V12;563 hp;Petrol;5;Black
ROLLS ROYCE;WRAITH LUMINARY;V12;623 hp;Petrol;4;Black
ROLLS ROYCE;DAWN BLACK BADGE ADAMAS;V12;563 hp;Petrol;4;Blue
ROLLS ROYCE;CULLINAN RED DIAMOND;V12;563 hp;Petrol;5;Silver
AUDI;R8 V10 PLUS;V10;610 hp;Petrol;2;Silver
AUDI;RS7 SPORTBACK;V8;591 hp;Petrol;5;Black
AUDI;S8;V8;563 hp;Petrol;5;Gray
AUDI;RS6 AVANT;V8;591 hp;Petrol;5;Brown
AUDI;S7 SPORTBACK;V8;563 hp;Petrol;5;Blue
AUDI;A8;V6;335 hp;Petrol;5;Black
AUDI;S5 COUPE;V6;349 hp;Petrol;4;White
AUDI;SQ5;V6;349 hp;Petrol;5;Blue
AUDI;S4 SEDAN;V6;349 hp;Petrol;5;Black
AUDI;S3 SEDAN;I4;306 hp;Petrol;5;Silver
AUDI;Q7;V6;335 hp;Petrol;7;Gray
AUDI;Q5;I4;248 hp;Petrol;5;Brown
AUDI;A7;V6;335 hp;Petrol;5;Black
AUDI;A6;V6;335 hp;Petrol;5;Gray
AUDI;A5 COUPE;I4;248 hp;Petrol;4;Gray
AUDI;A4;I4;248 hp;Petrol;5;Blue
AUDI;Q3;I4;248 hp;Petrol;5;Orange
AUDI;E-TRON;ELECTRIC ;402 hp;Electric;5;White
AUDI;E-TRON SPORTBACK;ELECTRIC;402 hp;Electric;5;Gray
AUDI;TT COUPE;I4;248 hp;Petrol;2;Blue
BMW;I8 ROADSTER;ELECTRIC MOTOR;369 hp;Hybrid;2;White
BMW;330i;I4;255 hp;Petrol;5;White
BMW;M340i XDRIVE;I6;382 hp;Petrol;5;Black
BMW;430i COUPE;I4;255 hp;Petrol;4;White
BMW;M4 COMPETITION;I6;503 hp;Petrol;4;Blue
BMW;530i;I4;248 hp;Petrol;5;Red
BMW;M550i XDRIVE;V8;523 hp;Petrol;5;Black
BMW;118i;I3;136 hp;Petrol;5;Black
BMW;128ti;I4;261 hp;Petrol;5;Blue
BMW;M135i XDRIVE;I4;302 hp;Petrol;5;Black
BMW;116D;I3;116 hp;Diesel;5;Silver
BMW;120D XDRIVE;I4;190 hp;Diesel;5;Gray
BMW;116i;I3;109 hp;Petrol;5;Black
BMW;118D;I4;150 hp;Diesel;5;Blue
BMW;120i;I4;178 hp;Petrol;5;Gray
BMW;125i;I4;224 hp;Petrol;5;Brown
BMW;114D;I3;95 hp;Diesel;5;Black
BMW;114i;I4;102 hp;Petrol;5;White
BMW;125D;I4;224 hp;Diesel;5;Blue
BMW;118i XDRIVE;I3;136 hp;Petrol;5;Black
BMW;116D EFFICIENTDYNAMICS;I3;116 hp;Diesel;5;Black
BMW;118i SPORTLINE;I3;136 hp;Petrol;5;Silver
BMW;118i M SPORT;I3;136 hp;Petrol;5;Orange
BMW;120i M SPORT;I4;178 hp;Petrol;5;Silver
BMW;116i EFFICIENTDYNAMICS;I4;109 hp;Petrol;5;Blue
BMW;116D ADVANTAGE;I3;116 hp;Diesel;5;Gray
BMW;120D EFFICIENTDYNAMICS;I4;163 hp;Diesel;5;Blue
BMW;118i SHADOW LINE;I3;136 hp;Petrol;5;White
BMW;118D SPORT LINE;I4;150 hp;Diesel;5;Silver
BMW;120i XDRIVE;I4;178 hp;Petrol;5;Gray
BMW;114D SPORT LINE;I3;95 hp;Diesel;5;White
BMW;118i URBAN LINE;I3;136 hp;Petrol;5;White
VOLVO;XC90;I6;247 hp;Petrol/Diesel;7;Silver
VOLVO;XC60;I6;247 hp;Petrol/Diesel;5;Silver
VOLVO;S90;I6;295 hp;Petrol/Diesel;5;Black
KIA;SPORTAGE LX;I4;187 hp;Petrol;5;Gray
KIA;SPORTAGE EX;I4;187 hp;Petrol;5;White
KIA;SPORTAGE GT-LINE;I4;187 hp;Petrol;5;Silver
KIA;SPORTAGE SX TURBO;I4;240 hp;Petrol;5;White
KIA;SPORTAGE NIGHTFALL EDITION;I4;187 hp;Petrol;5;Red
HONDA;CIVIC TYPE R;I4;315 hp;Petrol;5;Blue
KIA;SPORTAGE PHEV;I4 + ELECTRIC;261 hp;Plug-in Hybrid;5;White
KIA;SPORTAGE 2024(BASE MODEL);I4;187 hp;Petrol;5;Black
KIA;SPORTAGE 2024(TOP TRIM);I4;240 hp;Petrol;5;Gray
KIA;SPORTAGE 2024(BASE AWD);I4;187 hp;Petrol/AWD;5;Black
KIA;SPORTAGE X-LINE;I4;187 hp;Petrol;5;Black
KIA;SPORTAGE 2024(S TRIM);I4;187 hp;Petrol;5;Blue
HONDA;ACCORD;I4;192 hp;Petrol;5;Silver
KIA;SPORTAGE 2024(HYBRID AWD);I4 + ELECTRIC;227 hp;Hybrid;5;White
KIA;SPORTAGE 2024(PLUG-IN HYBRID AWD);I4 + ELECTRIC;261 hp;Plug-in Hybrid;5;Blue
KIA;SPORTAGE 2024(X-PRO);I4;187 hp;Petrol;5;White
KIA;SPORTAGE 2024(X-PRO PRESTIGE);I4;187 hp;Petrol;5;Black
KIA;SPORTAGE 2024(SX TURBO AWD);I4;240 hp;Petrol/AWD;5;Brown
KIA  ;SPORTAGE 2024(BASE FWD);I4;187 hp;Petrol;5;Gray
HONDA;CR-V;I4;190 hp;Petrol/Hybrid;5;Black
HONDA;PILOT;V6;285 hp;Petrol;8;White
HONDA;CIVIC HATCHBACK;I4;180 hp;Petrol;5;White
TOYOTA;CAMRY;V6;301 hp;Petrol/Hybrid;5;Gray
TOYOTA;COROLLA;I4;139 hp;Petrol/Hybrid;5;Black
TOYOTA;PRIUS;I4;121 hp;Hybrid;5;Red
TOYOTA;RAV4;I4;203 hp;Petrol/Hybrid;5;Black
TOYOTA;HIGHLANDER;V6;295 hp;Petrol/Hybrid;7;Red
TOYOTA;4RUNNER ;V6;270 hp;Petrol;5;White
TOYOTA;TACOMA;I4;159 hp;Petrol;5;White
TOYOTA;TUNDRA;V8;381 hp;Petrol;5;Blue
TOYOTA;AVALON;V6;301 hp;Petrol;5;Black
TOYOTA;MIRAI;I4;151 hp;Hydrogen;5;Gray
TOYOTA;SIENNA;V6;245 hp;Petrol/Hybrid;7;Blue
TOYOTA;VENZA;I4;219 hp;Hybrid;5;White
TOYOTA;HIGHLANDER HYBRID;V6;240 hp;Hybrid;7;Gray
TOYOTA;LAND CRUISER PRADO;V6;282 hp;Petrol/Diesel;7;Blue
TOYOTA;TUNDRA HYBRID;V6;344 hp;Hybrid;5;Blue
TOYOTA;YARIS;I4;106 hp;Petrol;5;Red
TOYOTA;C-HR;I4;144 hp;Petrol/Hybrid;5;Black
TOYOTA;BZ4X;ELECTRIC;218 hp;Electric;5;White
TOYOTA;CROWN;HYBRID;236 hp;Hybrid;5;Blue
TOYOTA;MR2;I4;168 hp;Petrol;2;Black
TOYOTA;CELICA;I4;140 hp;Petrol;5;Black
HONDA;CITY;I4;119 hp;Petrol/Hybrid;5;Brown
HONDA;CIVIC;I4;158 hp;Petrol;5;Gray
HYUNDAI;I10;1.2L,4-CYLINDER,INLINE-4(I4);87 hp;Petrol;5;Blue
HYUNDAI;I20;1.4L,4-CYLINDER,INLINE-4(I4);99 hp;Petrol/Hybrid;5;Silver
HYUNDAI;ELANTRA;2.0L,4-CYLINDER,INLINE-4(I4);147 hp;Petrol/Hybrid;5;White
MAHINDRA;XUV500;2.2L,4-CYLINDER,INLINE-4(I4);155 hp;Diesel;7;Beige
MAHINDRA;SCORPIO;2.2L,4-CYLINDER,INLINE-4(I4);140 hp;Diesel;7;White
MAHINDRA;THAR;2.0L,4-CYLINDER,INLINE-4(I4);150 hp;Petrol/Diesel;4;Black
MARUTI SUZUKI;SWIFT;1.2L,4-CYLINDER,INLINE-4(I4);83 hp;Petrol;5;Gray
MARUTI SUZUKI;DZIRE;1.2L,4-CYLINDER,INLINE-4(I4);83 hp;Petrol/Diesel;5;White
MARUTI SUZUKI;BREZZA;1.5L,4-CYLINDER,INLINE(I4);103 hp;Petrol;5;Gray
TOYOTA;PRIUS PRIME;2.0L,4-CYLINDER,WITH HYBRID SYSTEM;220 hp;Plug-in Hybrid;5;Red
TOYOTA;GR COROLLA;1.6L,TURBOCHARGED INLINE-3;300 hp;Petrol;5;Black
TOYOTA;LAND CRUISER 300;3.3L,V6,TWIN TURBO DIESEL;305 hp;Petrol/Diesel;7;White
TOYOTA;TUNDRA I-FORCE MAX;3.5L,V6,HYBRID TWIN-TURBO;437 hp;Hybrid;5;Red
TOYOTA;COROLLA HATCHBACK XSE;2.0L,INLINE-4;169 hp;Petrol;5;Gray
TOYOTA;MIRAI;HYDROGEN FUEL CELL,ELECTRIC MOTOR;152 hp;Hydrogen;5;Brown
TOYOTA;HILUX GR SPORT;2.8L,TURBO,DIESEL;224 hp;Petrol/Diesel;5;Red
TOYOTA;ALPHARD EXECUTIVE LOUNGE;2.5L,INLINE-4,HYBRID,OR 3.5L,V6;296 hp;Petrol;7;Black
TOYOTA;FORTUNER GR SPORT;2.8L,TURBO,DIESEL;204 hp;Diesel/Petrol;7;Blue
TOYOTA;INNOVA HYCROSS;2.0L HYBRID;184 hp;Hybrid;7;Black
TOYOTA;COASTER;4.0L,DIESEL;134 hp;Diesel;20;Brown
TOYOTA;URBAN CRUISER TAISOR;1.5L,HYBRID;114 hp;Petrol;5;White
TOYOTA;AYGO X;1.0L,INLINE-3;71 hp;Petrol;4;White
TOYOTA;HILUX REVO ROCCO;2.8L,TURBO,DIESEL;204 hp ;Diesel;5;Black
TOYOTA;PROACE VERSO ELECTRIC;ELECTRIC MOTOR;136 hp;Electric;7;White
TOYOTA;CENTURY SUV;3.5L,V6,PLUG IN HYBRID;406 hp;Petrol;5;Black
TOYOTA;COROLLA SEDAN HYBRID;1.8L,HYBRID;134 hp;Hybrid;5;White
TOYOTA;BZ3;ELECTRIC MOTOR;241 hp;Electric;5;Black
TOYOTA;GR YARIS;1.6L,TURBOCHARGED INLINE-3;268 hp;Petrol;4;Gray
HYUNDAI;SANTA FE;1.6L PETROL + PLUG IN HYBRID SYSTEM;253 hp;Petrol/Hybrid;7;Gray
HYUNDAI;IONIQ 5;ELECTRIC MOTOR;225 hp;Electric;5;Gray
HYUNDAI;Santa Cruz;2.5L Turbocharged Inline-4;281 hp;Petrol;5;Gray
HYUNDAI;Kona;1.6L PETROL ;147 hp;Petrol/EV;5;Black
HYUNDAI;Elantra;2.0L Inline-4;147 hp;Petrol/Hybrid;5;Silver
Nissan;Urvan;2.5L Turbo Diese;2488 cc;Diesel;15;White
HYUNDAI;IONIQ 6;Electric Motor;320 hp;Electric;5;Gray
HYUNDAI;Tucson;2.5L Inline-4;187 hp;Petrol/Hybrid;5;White
HYUNDAI;Palisade;3.8L V6;291 hp;Petrol;7;Blue
HYUNDAI;Sonata;2.5L Inline-4;191 hp;Petrol/Hybrid;5;White
HYUNDAI;Accent;1.6L Inline-4;120 hp;Petrol;5;Black
HYUNDAI;Venue;1.6L Inline-4;121 hp;Petrol;5;Black
HYUNDAI;KONA Electric;Electric Motor;200 hp;Electric;5;White
HYUNDAI;Veloster;2.0L Inline-4;275 hp;Petrol;4;Black
HYUNDAI;NEXO;Electric Motor;161 hp;Hydrogen;5;White
HYUNDAI;Ioniq;1.6L Inline-4;139 hp;Hybrid/Electric;5;White
HYUNDAI;Genesis;3.8L V6;291 hp;Petrol;5;Red
HYUNDAI;Azera;3.3L V6;278 hp;Petrol;5;Blue
HYUNDAI;Equus;3.3L V6;278 hp;Petrol;5;White
HYUNDAI;Tiburon;2.0L Inline-4;160 hp;Petrol;4;Black
HYUNDAI;Elantra GT;1.6L Turbo GDI 4-cylinder;160 hp;Petrol;5;Black
Volkswagen;Golf;1.5L Turbo I4 / Electric;110 - 320 hp;Petrol;5;White
Volkswagen;Passat;2.0L Turbo I4;150 - 280 hp;Petrol;5;White
Volkswagen;Tiguan;2.0L Turbo I4;150 - 230 hp;Petrol, Hybrid;7;White
Volkswagen;Jetta;1.5L Turbo I4;150 - 228 hp;Petrol;5;Silver
Volkswagen;Polo;1.0L Turbo I3 / 1.6L Diesel;80 - 200 hp;Petrol;5;Silver
Volkswagen;Arteon;2.0L Turbo I4;150 - 280 hp;Petrol;5;Green
Volkswagen;ID.4;Electric;201 - 302 hp;Electric;5;White
Volkswagen;Up!;Electric;82 hp;Petrol;4;Silver
Volkswagen;Touareg;3.0L V6 Turbo Diesel / 4.0L V8;231 - 500 hp;Petrol, Diesel;5;Green
Volkswagen;Scirocco;2.0L Turbo I4;125 - 280 hp;Petrol;4;Brown
Volkswagen;Beetle;2.0L Turbo I4;105 - 210 hp;Petrol;4;Gray
Volkswagen;Amarok;3.0L V6 Turbo Diesel;163 - 258 hp;Diesel;5;Black
Volkswagen;T-Roc;2.0L Turbo I4;115 - 300 hp;Petrol;5;White
Volkswagen;Sharan;2.0L Turbo I4;150 - 220 hp;Petrol, Diesel;7;White
Volkswagen;Caddy;1.5L Turbo I4;102 - 150 hp;Petrol, Diesel;7;Black
Nissan;NV1500;4.0L V6;261 hp;Petrol;12;White
Volkswagen;Taigo;1.5L Turbo I4;95 - 150 hp;Petrol;5;Red
Volkswagen;California;2.0L Turbo I4;150 - 204 hp;Diesel;7;White
Volkswagen;ID.3;Electric;204 hp;Electric;5;Blue
Volkswagen;ID. Buzz;Electric;204 hp;Electric;7;Blue
Volkswagen;Golf GTI;2.0L Turbo I4;245 hp;Petrol;5;Black
Volkswagen;Golf R;2.0L Turbo I4;315 hp;Petrol;5;Red
Volkswagen;Passat Alltrack;2.0L Turbo Diesel I4;190 - 240 hp;Diesel;5;Gray
Volkswagen;Polo GTI;2.0L Turbo I4;204 hp;Petrol;5;Red
Volkswagen;Up! GTI;1.0L Turbo I3;115 hp;Petrol;4;Green
Volkswagen;T-Cross;1.0L Turbo I3 / 1.5L Turbo I4;95 - 150 hp;Petrol;5;White
Volkswagen;ID.5;Electric;174 - 299 hp;Electric;5;Silver
Volkswagen;ID. Buzz Cargo;Electric;204 hp;Electric;3;Red
Volkswagen;Touareg R;Plug-in Hybrid V6;462 hp;Hybrid;5;White
Volkswagen;Multivan;Plug-in Hybrid / Diesel I4;150 - 218 hp;Petrol, Hybrid;7;Brown
Volkswagen;Polo BlueMotion;1.2L Diesel I3;75 - 95 hp;Diesel;5;Black
Volkswagen;Golf Sportsvan;1.5L Turbo I4;130 - 150 hp;Petrol;5;White
Volkswagen;Golf Alltrack;2.0L Turbo Diesel I4;147 - 200 hp;Petrol;5;Black
Volkswagen;Scirocco R;2.0L Turbo I4;280 hp;Petrol;4;White
Volkswagen;Tiguan Allspace;2.0L Turbo I4;184 - 230 hp;Petrol;7;Gray
Volkswagen;Arteon 4MOTION;2.0L Turbo I4;190 - 320 hp;Petrol;5;Blue
Volkswagen;ID.4 GTX;Electric AWD;299 hp;Electric;5;Silver
Volkswagen;ID.3 Pro;Electric;204 hp;Electric;5;Gray
Volkswagen;Golf Variant;1.5L Turbo I4 / 2.0L Diesel I4;130 - 150 hp;Petrol;5;White
Volkswagen;Crafter;2.0L Turbo Diesel I4;102 - 177 hp;Diesel;3;White
Volkswagen;Lupo;1.4L I3 Gas / 1.2L Diesel I3;60 - 75 hp;Petrol;4;Gray
Volkswagen;Corrado;2.9L VR6;190 hp;Petrol;4;Silver
Volkswagen;Phaeton;3.0L V6 Diesel / 6.0L W12 Gas;240 - 450 hp;Petrol;5;Gray
Volkswagen;Golf Cabriolet;1.2L I4 Turbo / 2.0L I4 Turbo;105 - 210 hp;Petrol;4;Gray
Volkswagen;Santana;1.5L I4 Gas;110 hp;Petrol;5;Black
Volkswagen;Polo Vivo;1.4L I4 Gas / 1.6L I4 Gas;85 - 105 hp;Petrol;5;White
Volkswagen;Karmann Ghia;1.2L I4 Gas;34 - 60 hp;Petrol;2;Green
Volkswagen;Fox;1.2L I4 Gas / 1.4L I4 Gas;55 - 75 hp;Petrol;5;White
Volkswagen;Vento;1.6L I4 Gas / Diesel;105 - 110 hp;Petrol;5;Gray
Volkswagen;Golf Electric;Electric;136 hp;Electric;5;Silver
Volkswagen;Bora;1.6L I4 Gas / 1.9L I4 Diesel;100 - 150 hp;Petrol;5;Black
Volkswagen;Teramont;2.0L I4 Turbo / 3.6L V6 Gas;235 - 276 hp;Petrol;7;Red
Volkswagen;Taos;1.5L I4 Turbo;158 hp;Petrol;5;Brown
Volkswagen;Up! Cabriolet;1.0L I3 Turbo;82 - 115 hp;Petrol;4;White
Volkswagen;T-Roc Cabriolet;1.0L I3 Turbo / 1.5L I4 Turbo;115 - 150 hp;Petrol;4;Red
Volkswagen;Passat CC;2.0L I4 Turbo;200 - 280 hp;Petrol;5;White
Volkswagen;Transporter;2.0L I4 Turbo Diesel;102 - 204 hp;Diesel;9;White
Volkswagen;Amarok V6;3.0L V6 Turbo Diesel;204 - 258 hp;Diesel;5;Gray
Volkswagen;ID.2;Electric;~170 hp;Electric;5;White
Volkswagen;Polo TDI;1.4L I4 Diesel / 1.6L Diesel;75 - 105 hp;Diesel;5;Red
Volkswagen;Golf GTE;Plug-in Hybrid (1.4L I4 Turbo);204 hp;Hybrid;5;White
Volkswagen;Touareg V8;4.0L V8 Turbo Diesel;421 hp;Petrol;5;Blue
Volkswagen;Beetle Dune;1.4L I4 Turbo;150 hp;Petrol;4;Black
Volkswagen;Passat B8;1.5L I4 Turbo / 2.0L Diesel;150 - 280 hp;Petrol;5;Black
Volkswagen;ID.4 Pro S;Electric;201 hp;Electric;5;Black
Volkswagen;Golf Cabriolet;1.2L I4 Turbo / 2.0L I4 Turbo;105 - 210 hp;Petrol;4;Red
Volkswagen;Golf Country;1.8L I4 Gas;98 hp;Petrol;5;Green
Volkswagen;Jetta GLI;2.0L I4 Turbo;228 hp;Petrol;5;Gray
Volkswagen;Arteon Shooting Brake;2.0L I4 Turbo;150 - 320 hp;Petrol;5;Silver
Volkswagen;T-Cross R-Line;1.0L I3 Turbo / 1.5L I4 Turbo;115 - 150 hp;Petrol;5;Black
Volkswagen;Golf R32;3.2L VR6;240 hp;Petrol;5;Gray
Volkswagen;Passat B7;1.6L Diesel / 2.0L I4 Turbo;120 - 240 hp;Petrol;5;Gray
Volkswagen;Scirocco 16V;1.8L I4 Gas;137 hp;Petrol;4;White
Volkswagen;Polo BlueMotion;1.2L Diesel I3;75 - 95 hp;Diesel;5;Blue
Volkswagen;Golf Variant GTD;2.0L Diesel I4;184 hp;Diesel;5;White
Volkswagen;Polo GTI R5;1.6L Turbocharged Rally Engine;272 hp;Petrol;5;Gray
Volkswagen;ID. Buzz Pro;Electric;204 hp;Electric;7;Beige
Volkswagen;Jetta Hybrid;1.4L I4 Turbo + Electric Motor;170 hp;Hybrid;5;Orange
Volkswagen;Golf Variant Alltrack;2.0L Diesel I4;150 - 200 hp;Petrol;5;Gray
