Company Names;Cars Names;Engines;HorsePower;Fuel Types;Seats;Colour
Mitsubishi;Endeavor;3.8L V6;225 hp;Petrol;5;White
Mitsubishi;Grand Lancer;1.8L MIVEC;138 hp;Petrol;5;Gray
Mitsubishi;Sigma;3.0L V6;210 hp;Petrol;5;Black
Mitsubishi;Town Box;0.7L 3-Cylinder;48 hp;Petrol;4;Black
Mitsubishi;Minicab MiEV;Electric Motor;64 hp;Electric;2;Black
Mazda;Mazda3;2.0L SkyActiv-G;155 hp;Petrol;5;Black
Mazda;Mazda3 Hatchback;2.5L SkyActiv-G;186 hp;Petrol;5;Silver
Mazda;Mazda6;2.5L Turbocharged;250 hp;Petrol;5;Red
Mazda;CX-3;2.0L SkyActiv-G;146 hp;Petrol;5;White
Mazda;CX-30;2.5L SkyActiv-G;186 hp;Petrol;5;Gray
Mazda;CX-5;2.5L SkyActiv-G;187 hp;Petrol;5;Black
Mazda;CX-50;2.5L Turbocharged;256 hp;Petrol;5;Red
Mazda;CX-8;2.2L Diesel;187 hp;Diesel;7;Black
Mazda;CX-9;2.5L Turbocharged;250 hp;Petrol;7;Brown
Mazda;CX-90;3.3L Inline-6 Turbo;340 hp;Petrol;7;Silver
Mazda;MX-5 Miata;2.0L SkyActiv-G;181 hp;Petrol;2;Gray
Mazda;MX-5 Miata RF;2.0L SkyActiv-G;181 hp;Petrol;2;Gray
Mazda;MX-30 Electric;Electric Motor;143 hp;Electric;5;Black
Mazda;CX-4;2.0L SkyActiv-G;158 hp;Petrol;5;Black
Mazda;CX-7;2.3L Turbocharged;244 hp;Petrol;5;Red
Mazda;Tribute;3.0L V6;200 hp;Petrol;5;Black
Mazda;B-Series Pickup;2.5L Diesel;143 hp;Diesel;5;White
Mazda;BT-50;3.2L Turbo Diesel;200 hp;Diesel;5;Silver
Mazda;RX-7;1.3L Rotary Twin-Turbo;276 hp;Petrol;4;Black
Mazda;RX-3;1.2L Rotary;110 hp;Petrol;4;Beige
Mazda;RX-Vision Concept;Rotary SkyActiv-R;400 hp (est.);Petrol (Hybrid);2;White
Mazda;323F;1.6L Inline-4;105 hp;Petrol;5;Silver
Mazda;Familia Sedan;1.5L Inline-4;100 hp;Petrol;5;White
Mazda;Premacy;2.0L Inline-4;138 hp;Petrol;7;Silver
Mazda;Demio;1.5L SkyActiv-G;108 hp;Petrol;5;White
Mazda;Millenia;2.3L Miller Cycle V6;210 hp;Petrol;5;Silver
Mazda;Eunos Cosmo;2.0L Twin-Rotor Turbo;280 hp;Petrol;4;White
Mazda;Atenza;2.5L SkyActiv-G;192 hp;Petrol;5;Blue
Mazda;Roadpacer AP;1.3L Rotary;130 hp;Petrol;5;White
Mazda;626;2.0L Inline-4;140 hp;Petrol;5;Red
Mazda;929;3.0L V6;205 hp;Petrol;5;White
Mazda;Luce;1.8L Rotary;135 hp;Petrol;5;Beige
Mazda;Capella;1.6L Inline-4;110 hp;Petrol;5;Blue
Mazda;Carol;660cc Inline-3;63 hp;Petrol;4;Silver
Mazda;Autozam AZ-1;657cc Turbocharged Inline-3;63 hp;Petrol;2;Gray
Mazda;Spiano;660cc Inline-3;54 hp;Petrol;4;Gray
Mazda;Verisa;1.5L Inline-4;113 hp;Petrol;5;Black
Mazda;MX-6;2.5L V6;164 hp;Petrol;4;Black
Mazda;MPV;3.0L V6;200 hp;Petrol;7;White
Mazda;Proceed Marvie;2.6L Inline-4;120 hp;Petrol;5;Black
Mazda;Sentia;3.0L V6;200 hp;Petrol;5;White
Mazda;Cronos;2.5L V6;160 hp;Petrol;5;Silver
Mazda;Scrum;660cc Inline-3;63 hp;Petrol;4;Blue
Mazda;Parkway;1.8L Inline-4;115 hp;Petrol;5;White
Mazda;Titan (Truck);3.0L Inline-4;130 hp;Diesel;2;White
Mazda;CX-60;2.5L Inline-4;187 hp;Petrol/Diesel;5;Black
Mazda;CX-80;3.0L Inline-6;250 hp;Petrol;7;Black
Mazda;T1500;1.5L Inline-4;75 hp;Petrol;2;Red
Mazda;Bongo Van;2.0L Inline-4;100 hp;Petrol/Diesel;3;White
Mazda;Bongo Friendee;2.5L Inline-4;115 hp;Petrol/Diesel;7;Green
Mazda;Revue;1.3L Inline-4;75 hp;Petrol;5;White
Mazda;Protegé;1.8L Inline-4;125 hp;Petrol;5;Black
Mazda;Xedos 6;2.5L V6;170 hp;Petrol;5;White
Mazda;Xedos 9;3.0L V6;200 hp;Petrol;5;Blue
Mazda;121;1.3L Inline-4;70 hp;Petrol;5;Gray
Mazda;1200;1.2L Inline-4;60 hp;Petrol;4;Black
Mazda;1500;1.5L Inline-4;85 hp;Petrol;5;Red
Mazda;RX-2;1.3L Inline-2 (Wankel);130 hp;Petrol;4;White
Mazda;RX-5;1.6L Inline-2 (Wankel);135 hp;Petrol;4;White
Mazda;RX-7 Spirit R;1.3L Inline-2 (Wankel);280 hp;Petrol;2;Black
Mazda;Cosmo Sport (110S);1.0L Inline-2 (Wankel);110 hp;Petrol;2;Gray
Mazda;Eunos 500;2.0L Inline-4;135 hp;Petrol;5;Black
Mazda;Eunos Roadster;1.6L Inline-4;116 hp;Petrol;2;Black
Mazda;Familia Astina;1.8L Inline-4;135 hp;Petrol;5;White
Mazda;Savanna RX-7;1.3L Inline-2 (Wankel);165 hp;Petrol;2;Black
Mazda;Capella Cargo;2.0L Inline-4;115 hp;Petrol;4;Gray
Mazda;818;1.6L Inline-4;100 hp;Petrol;5;Orange
Mazda;Sentia Hardtop Coupe;2.5L V6;160 hp;Petrol;4;Black
Mazda;Biante;2.0L Inline-4;150 hp;Petrol;7;Blue
Mazda;Premacy Hydrogen RE Hybrid;1.3L Wankel + Electric;200 hp;Hybrid;5;Brown
Mazda;Carol P360;0.36L Inline-2;26 hp;Petrol;4;Gray
Mazda;T2000;2.0L Inline-4;110 hp;Petrol;2;Silver
Mazda;AZ-Offroad;1.3L Inline-4;85 hp;Petrol;5;Silver
Mazda;Scrum Wagon;0.66L Inline-3;64 hp;Petrol;4;Blue
Mazda;Persona;1.5L Inline-4;92 hp;Petrol;5;Silver
Mazda;Astina;1.8L Inline-4;140 hp;Petrol;5;Blue
Mazda;Etude;1.6L Inline-4;105 hp;Petrol;5;Silver
Mazda;Porter;1.5L Inline-4;95 hp;Petrol;2;Black
Mazda;MX-3;1.6L Inline-4;130 hp;Petrol;4;Silver
Mazda;MX-5 Superlight Concept;1.8L Inline-4;143 hp;Petrol;2;White
Mazda;Premacy Hydrogen RE;1.3L Wankel + Electric;200 hp;Hybrid;5;Gray
Mazda;Bongo Truck;2.0L Inline-4;120 hp;Petrol;2;White
Mazda;Rotary Pickup;1.3L Wankel Rotary Engine;130 hp;Petrol;2;White
Mazda;Luce Rotary Coupe;1.3L Wankel Rotary Engine;135 hp;Petrol;4;Silver
Mazda;Millenia S;2.5L V6;200 hp;Petrol;5;Black
Mazda;787B (Race Car);2.6L Wankel Rotary Engine;700 hp;Petrol;1;Black
Toyota;Crown Signia;2.5L Hybrid I4;240 hp;Hybrid (Gas + Electric);5;White
Toyota;4Runner (6th Gen);2.4L Turbo I4 (i-FORCE MAX Hybrid);326 hp;Hybrid;7;Silver
Toyota;Corolla Cross;2.0L Gas / 2.0L Hybrid;169  196 hp;Gas / Hybrid;5;Silver
Toyota;C-HR+ ;1.8L / 2.0L Hybrid;140  198 hp;Hybrid;5;White
Toyota;RAV4 (6th Gen);2.5L Hybrid / Plug-in Hybrid;219  302 hp;Hybrid / Plug-in;5;Black
